Date,Age,Gender,Marital_Status,Num_Children,Employment_Status,Monthly_Household_Income,Had_Health_Insurance,Insurance_Cover,Last_Hospital_Visit_Months,Had_Health_Insurance_During_Last_Visit,Had_Routine_Checkup,Checkup_Interval_Years,Had_Cancer_Screening,Cancer_Screening_Interval_Years
12/06/2023,60+,Male,Married,9,Employed,50001+,Yes,Nhif,0.4,Yes,No,,No,
12/06/2023,41-50,Female,Divorced,5,Employed,40001-50000,Yes,Nhif ,0.6,Yes,No,,No,
12/06/2023,18-30,Female,Married,2,Unemployed,0-9999,No,,1,No,No,,,
12/06/2023,31-40,Male,Single,0,Unemployed,0-9999,No,,2,No,,,No,
12/06/2023,41-50,Female,Married,3,Self-employed,20001-30000,Yes,Nhif ,0.2,Yes,No,,No,
12/06/2023,60+,Female,Married,8,Employed,50001+,Yes,Nhif ,0.8,Yes,No,,No,
12/06/2023,51-60,Male,Married,5,Self-employed,40001-50000,Yes,Nhif ,0.6,Yes,No,,No,
12/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,1,No,No,,No,
12/06/2023,41-50,Male,Married,3,Employed,50001+,Yes,NHIF,4,Yes,No,,No,
12/06/2023,18-30,Male,Married,2,Unemployed,0-9999,No,,12,No,No,,No,
12/06/2023,41-50,Female,Married,3,Unemployed,10001-20000,Yes,NHIF,1,Yes,Yes,1,Yes,1
12/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,2,No,No,,No,
12/06/2023,51-60,Male,Married,4,Employed,50001+,Yes,NHIF,5,Yes,No,,Yes,4+
12/06/2023,60+,Male,Married,9,Unemployed,10001-20000,Yes,NHIF,1,Yes,No,,No,
12/06/2023,31-40,Female,Married,1,Self-employed,20001-30000,Yes,NHIF,2,No,No,,No,
12/06/2023,60+,Male,Married,6,Unemployed,40001-50000,Yes,NHIF,3,Yes,No,,No,
12/06/2023,18-30,Female,Single,,Unemployed,0-9999,No,,15,No,No,,No,
12/06/2023,51-60,Female,Married,4,Employed,50001+,Yes,NHIF,4,Yes,No,,No,
12/06/2023,31-40,Male,Single,,Unemployed,10001-20000,No,,15,No,No,,No,
12/06/2023,60+,Female,Married,9,Unemployed,10001-20000,Yes,NHIF,3,Yes,No,,No,
12/06/2023,41-50,Male,Married,4,Employed,20001-30000,Yes,NHIF,5,No,No,,No,
12/06/2023,18-30,Female,Single,0,Unemployed,10001-20000,Yes,NHIF,6,No,No,,No,
12/06/2023,18-30,Female,Single,1,Employed,10001-20000,Yes,Jubilee ,1,Yes,Yes,1,Yes,2
12/06/2023,31-40,Male,Married,2,Employed,20001-30000,Yes,NHIF ,8,Yes,No,,No,
12/06/2023,60+,Female,Married,8,Self-employed,0-9999,No,,1,No,Yes,1,Yes,4+
12/06/2023,41-50,Male,Married,4,Employed,20001-30000,Yes,Jubilee,12,Yes,No,,No,
12/06/2023,31-40,Female,Married,3,Employed,20001-30000,No,,5,No,Yes,2,No,
12/06/2023,18-30,Male,Single,0,Unemployed,40001-50000,Yes,NHIF,8,Yes,No,,Yes,4+
12/06/2023,18-30,Male,Married,2,Employed,20001-30000,No,,10,No,No,,No,
12/06/2023,18-30,Female,Married,1,Unemployed,20001-30000,Yes,Linda mama,5,Yes,No,,No,
12/06/2023,18-30,Male,Single,0,Employed,10001-20000,Yes,NHIF,8,No,No,,No,
12/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,NHIF,2,Yes,No,,Yes,4+
12/06/2023,31-40,Female,Married,2,Unemployed,0-9999,No,,3,No,Yes,2,No,
12/06/2023,41-50,Male,Married,3,Self-employed,10001-20000,No,,13,No,No,,Yes,3
12/06/2023,31-40,Female,Married,2,Employed,20001-30000,Yes,NHIF ,2,Yes,Yes,2,Yes,2
12/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,NHIF ,3,Yes,No,,No,
12/06/2023,31-40,Female,Married,2,Employed,20001-30000,Yes,NHIF ,5,Yes,Yes,1,Yes,1
12/06/2023,18-30,Female,Single,1,Self-employed,10001-20000,Yes,NHIF,3,Yes,Yes,1,No,
12/06/2023,31-40,Female,Married,1,Unemployed,0-9999,No,,4,No,No,,No,
12/06/2023,41-50,Female,Married,3,Self-employed,20001-30000,Yes,NHIF,6,Yes,No,,No,
12/06/2023,31-40,Male,Married,2,Employed,40001-50000,Yes,NHIF,3,Yes,No,,No,
12/06/2023,31-40,Male,Single,3,Employed,40001-50000,Yes,NHIF,2,Yes,No,,No,
12/06/2023,31-40,Female,Married,2,Employed,50001+,Yes,Madison insurance ,1,Yes,Yes,1,No,
12/06/2023,18-30,Male,Married,1,Self-employed,50001+,Yes,APA,8,No,No,,No,
12/06/2023,51-60,Male,Married,3,Self-employed,40001-50000,Yes,NHIF ,3,Yes,Yes,3,Yes,4+
12/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,APA INSURANCE,12,Yes,Yes,4+,No,
12/06/2023,18-30,Male,Single,,Self-employed,10001-20000,Yes,"Jubilee insurances
",18,Yes,No,,No,
12/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,,No,No,,No,
12/06/2023,31-40,Male,Married,1,Employed,20001-30000,No,,6,No,Yes,4+,Yes,2
12/06/2023,18-30,Female,Single,4,Unemployed,0-9999,No,,9,No,No,,No,
12/06/2023,18-30,Male,Married,1,Self-employed,10001-20000,No,,4,No,No,,No,
12/06/2023,31-40,Female,Single,0,Employed,50001+,Yes,"Madison
",10,Yes,Yes,4+,No,
12/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,1,,No,,No,
12/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,15,No,No,,No,
12/06/2023,31-40,Male,Married,3,Self-employed,10001-20000,Yes,Nhif ,12,Yes,No,,No,
12/06/2023,18-30,Female,Single,,Unemployed,0-9999,Yes,Nhif,6,No,No,,No,
12/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,16,No,No,,No,
12/06/2023,18-30,Female,Single,,Unemployed,0-9999,No,,14,No,No,,No,
12/06/2023,18-30,Female,Married,1,Self-employed,10001-20000,No,,9,No,No,,No,
12/06/2023,31-40,Male,Married,3,Employed,10001-20000,Yes,Nhif,7,Yes,No,,No,
12/06/2023,41-50,Female,Married,4,Self-employed,10001-20000,Yes,Nhif,2,No,No,,No,
12/06/2023,18-30,Female,Single,,Unemployed,0-9999,No,,2,No,Yes,1,No,
12/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,24,No,No,,No,
12/06/2023,18-30,Male,Single,2,Employed,10001-20000,No,,9,No,No,,No,
12/06/2023,31-40,Female,Married,2,Employed,10001-20000,Yes,NHIF,3,Yes,No,,No,
12/06/2023,18-30,Female,Divorced,3,Unemployed,20001-30000,No,,5,No,No,,No,
12/06/2023,51-60,Female,Married,6,Self-employed,20001-30000,No,,2,No,No,,Yes,4+
12/06/2023,41-50,Male,Married,3,Employed,20001-30000,No,,5,No,Yes,1,No,4+
12/06/2023,31-40,Male,Single,2,Self-employed,20001-30000,Yes,NHIF ,8,Yes,Yes,1,Yes,4+
12/06/2023,41-50,Male,Married,3,Employed,20001-30000,Yes,Direct plan,5,No,No,,Yes,4+
12/06/2023,31-40,Female,Married,5,Employed,40001-50000,Yes,NHIF,3,Yes,Yes,4+,Yes,4+
12/06/2023,18-30,Female,Single,1,Unemployed,10001-20000,Yes,NHIF,2,Yes,No,,No,
12/06/2023,18-30,Male,Single,,Employed,0-9999,Yes,NHIF ,2,No,Yes,1,Yes,1
12/06/2023,31-40,Male,Single,,Self-employed,20001-30000,Yes,NHIF ,4,No,No,,No,
12/06/2023,18-30,Male,Single,2,Employed,0-9999,Yes,JUBILEE,1,No,Yes,2,No,
12/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,5,No,,,,
12/06/2023,18-30,Male,Single,1,Unemployed,0-9999,No,NHIF ,1,No,No,,No,
12/06/2023,41-50,Male,Single,3,Unemployed,10001-20000,Yes,NHIF ,2,Yes,No,,No,
12/06/2023,18-30,Male,Single,1,Unemployed,0-9999,No,,2,No,No,,No,
12/06/2023,18-30,Male,Single,,Self-employed,20001-30000,Yes,NHIF ,9,Yes,No,,No,
12/06/2023,18-30,Male,Single,1,Employed,0-9999,No,,1,No,No,,No,
12/06/2023,18-30,Male,Single,0,Unemployed,,No,,6,No,No,,No,
12/06/2023,18-30,Male,Single,0,Unemployed,,No,,2,No,No,,No,
12/06/2023,18-30,Female,Single,1,Unemployed,,No,,1,No,No,,No,
12/06/2023,31-40,Female,Married,2,Employed,40001-50000,Yes,NHIF,4,Yes,No,,Yes,1
12/06/2023,18-30,Female,Single,1,Self-employed,0-9999,No,,2,No,No,,No,
12/06/2023,51-60,Male,Married,3,Employed,50001+,Yes,NHIF,2,Yes,Yes,1,No,
12/06/2023,31-40,Male,Married,2,Self-employed,10001-20000,No,,10,No,No,,No,
12/06/2023,60+,Male,Married,4,Employed,20001-30000,Yes,,1,Yes,Yes,1,No,
12/06/2023,18-30,Male,Single,0,Self-employed,10001-20000,No,,8,No,No,,No,
12/06/2023,18-30,Female,Single,2,Unemployed,,No,,1,No,No,,No,
12/06/2023,18-30,Male,Single,0,Unemployed,,No,,9,No,No,,No,
12/06/2023,41-50,Female,Married,2,Employed,10001-20000,Yes,NHIF,1,Yes,No,,No,
12/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,Nhif,18,Yes,No,,No,
12/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,NHif,1,No,Yes,1,No,
12/06/2023,18-30,Male,Single,0,Unemployed,10001-20000,Yes,NHIF,2,No,No,,No,
12/06/2023,60+,Female,Married,10,Employed,10001-20000,No,,1,No,No,,No,
12/06/2023,31-40,Male,Married,3,Employed,0-9999,No,,3,No,No,,No,
12/06/2023,18-30,Male,Single,0,Self-employed,0-9999,Yes,nhif,6,Yes,No,,No,
12/06/2023,18-30,Female,Single,0,Unemployed,0-9999,Yes,NHIF,5,No,No,,No,
12/06/2023,31-40,Female,Single,2,Self-employed,0-9999,No,,7,No,Yes,4+,No,
12/06/2023,31-40,Male,Married,4,Employed,20001-30000,Yes,Personal insurance ,24,Yes,Yes,4+,No,
12/06/2023,18-30,Male,Single,0,Employed,10001-20000,Yes,NHIF,8,Yes,No,,No,
12/06/2023,18-30,Male,Single,0,Self-employed,20001-30000,No,,4,No,No,,No,
12/06/2023,41-50,Female,Married,3,Self-employed,50001+,Yes,NHIF,6,Yes,No,,No,
12/06/2023,31-40,Female,Married,1,Self-employed,40001-50000,No,,5,No,No,,No,
12/06/2023,18-30,Male,Single,1,Self-employed,40001-50000,No,,2,No,No,,No,
12/06/2023,51-60,Female,Divorced,4,Self-employed,50001+,Yes,NHIF,4,Yes,Yes,1,Yes,1
12/06/2023,31-40,Female,Single,1,Unemployed,0-9999,No,,8,No,No,,No,
12/06/2023,31-40,Male,Married,3,Self-employed,50001+,Yes,APA Insurance,3,Yes,No,,No,
12/06/2023,31-40,Female,Married,2,Self-employed,40001-50000,No,,4,No,No,,No,
12/06/2023,51-60,Male,Married,3,Employed,50001+,Yes,Britam,7,Yes,Yes,2,Yes,3
12/06/2023,31-40,Female,Married,2,Self-employed,50001+,Yes,NHIF,2,Yes,No,,No,
12/06/2023,31-40,Male,Married,3,Employed,50001+,Yes,Nhif ,15,Yes,No,,No,
12/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,1,No,No,,No,
12/06/2023,18-30,Female,Married,1,Self-employed,10001-20000,Yes,Nhif ,7,Yes,Yes,1,No,
12/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,10,No,No,,No,
12/06/2023,41-50,Male,Married,6,Employed,40001-50000,Yes,Nhif ,24,Yes,Yes,1,Yes,1
12/06/2023,18-30,Male,Married,2,Unemployed,0-9999,Yes,Nhif ,2,Yes,No,,No,
12/06/2023,31-40,Female,Married,3,Employed,40001-50000,Yes,Nhif ,6,Yes,Yes,1,No,
12/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,Nhif ,1,Yes,No,,No,
12/06/2023,31-40,Female,Married,3,Employed,40001-50000,Yes,Nhif ,14,Yes,Yes,1,No,
12/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,2,No,No,,Yes,1
12/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,Null,2,No,No,,No,
12/06/2023,31-40,Female,Married,3,Unemployed,0-9999,No,Null,0,No,No,,No,
12/06/2023,51-60,Male,Married,3,Self-employed,20001-30000,Yes,NHIF,2,Yes,No,,Yes,2
12/06/2023,51-60,Male,Married,2,Unemployed,0-9999,No,Null,2,No,No,,No,2
12/06/2023,60+,Female,Married,6,Unemployed,0-9999,No,,1,No,Yes,1,Yes,1
12/06/2023,51-60,Female,Married,5,Self-employed,20001-30000,Yes,Property ,3,Yes,Yes,1,Yes,1
12/06/2023,41-50,Male,Married,3,Self-employed,0-9999,No,,3,No,Yes,2,Yes,3
12/06/2023,31-40,Female,Married,3,Employed,10001-20000,Yes,Health ,4,Yes,Yes,3,Yes,3
12/06/2023,18-30,Female,Married,2,Employed,0-9999,No,,2,No,Yes,3,Yes,3
12/06/2023,51-60,Male,Divorced,3,Self-employed,10001-20000,No,,3,No,Yes,2,Yes,2
12/06/2023,60+,Female,Married,3,Unemployed,0-9999,No,,3,No,Yes,1,Yes,2
12/06/2023,31-40,Female,Married,2,Employed,0-9999,No,,5,No,No,,No,
12/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,1,No,No,,No,1
12/06/2023,18-30,Male,Married,3,Self-employed,10001-20000,Yes,Life,3,Yes,Yes,1,Yes,1
12/06/2023,18-30,Male,Single,2,Employed,50001+,Yes,NHIF,6,No,Yes,1,No,
12/06/2023,51-60,Male,Divorced,2,Employed,40001-50000,Yes,NHIF,1,Yes,No,,No,
12/06/2023,18-30,Female,Single,1,Employed,20001-30000,Yes,NHIF,2,No,No,,No,
12/06/2023,41-50,Female,Married,5,Employed,20001-30000,Yes,NHIF,4,Yes,No,,No,
12/06/2023,51-60,Male,Married,5,Employed,50001+,Yes,NHIF,3,Yes,No,,No,
12/06/2023,18-30,Female,Single,,Self-employed,10001-20000,No,,4,No,No,,No,
12/06/2023,31-40,Male,Single,,Unemployed,10001-20000,No,,5,Yes,No,,No,
12/06/2023,18-30,Male,Single,,Employed,40001-50000,No,,1,Yes,No,,No,
12/06/2023,31-40,Female,Single,1,Self-employed,0-9999,Yes,NHIF,1,Yes,No,,No,
12/06/2023,31-40,Female,Single,,Unemployed,0-9999,Yes,NHIF,5,Yes,No,,No,
13/06/2023,18-30,Male,Single,1,Employed,0-9999,Yes,NHIF,3,No,No,,No,
13/06/2023,41-50,Female,Married,2,Employed,40001-50000,Yes,"Madison
Nhif",1,Yes,No,,No,
13/06/2023,41-50,Male,Single,2,Unemployed,0-9999,No,,6,No,No,,No,
13/06/2023,31-40,Male,Single,1,Self-employed,20001-30000,Yes,APA,5,No,No,,No,
13/06/2023,18-30,Female,Single,,Unemployed,10001-20000,Yes,NHIF,4,Yes,Yes,1,No,
13/06/2023,31-40,Male,Single,1,Self-employed,10001-20000,No,,5,No,No,,No,
13/06/2023,41-50,Female,Married,2,Employed,20001-30000,Yes,JUBILEE ,3,Yes,No,,No,
13/06/2023,18-30,Female,Single,,Unemployed,20001-30000,No,,8,No,No,,No,
13/06/2023,18-30,Male,Single,,Employed,0-9999,No,,5,No,No,,No,
13/06/2023,18-30,Male,Single,1,Employed,0-9999,Yes,NHIF ,2,Yes,No,,No,
13/06/2023,41-50,Female,Married,4,Unemployed,0-9999,Yes,NHIF,2,Yes,No,,Yes,2
13/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,3,No,No,,No,
13/06/2023,31-40,Male,Married,3,Unemployed,10001-20000,Yes,NHIF,2,No,No,,Yes,2
13/06/2023,31-40,Male,Divorced,2,Unemployed,0-9999,No,,1,No,Yes,1,Yes,2
13/06/2023,41-50,Male,Married,3,Self-employed,40001-50000,Yes,NHIF,4,Yes,Yes,1,Yes,1
13/06/2023,18-30,Female,Single,1,Employed,20001-30000,Yes,Nhif,6,Yes,No,,No,
13/06/2023,31-40,Male,Married,2,Employed,20001-30000,Yes,Nhif,3,Yes,No,,No,
13/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,2,No,No,,No,
13/06/2023,31-40,Male,Single,0,Self-employed,20001-30000,Yes,Britam,12,No,No,,No,
13/06/2023,60+,Male,Married,5,Self-employed,20001-30000,Yes,Britam,5,No,No,,No,
13/06/2023,41-50,Female,Married,3,Unemployed,10001-20000,No,,12,No,No,,No,
13/06/2023,18-30,Female,Single,0,Self-employed,0-9999,Yes,NHIF ,6,No,No,,No,
13/06/2023,31-40,Male,Married,1,Unemployed,10001-20000,No,,3,No,No,,No,
13/06/2023,41-50,Female,Married,2,Self-employed,40001-50000,Yes,NHIF ,5,Yes,No,,Yes,2
13/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,4,No,No,,No,
13/06/2023,31-40,Female,Married,2,Self-employed,10001-20000,Yes,Community-Based Insurance,2,Yes,No,,Yes,2
13/06/2023,31-40,Male,Married,4,Self-employed,20001-30000,Yes,NHIF,5,Yes,No,,Yes,2
13/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,4,No,No,,No,
13/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,NHIF,2,Yes,No,,Yes,2
13/06/2023,31-40,Female,Married,2,Self-employed,20001-30000,Yes,NHIF,5,Yes,Yes,1,Yes,1
13/06/2023,18-30,Female,Married,2,Employed,10001-20000,No,,1,No,Yes,1,No,
13/06/2023,31-40,Male,Married,4,Employed,40001-50000,Yes,Jubilee,3,Yes,No,,Yes,4+
13/06/2023,31-40,Male,Single,0,Employed,0-9999,No,,4,No,Yes,4+,Yes,4+
13/06/2023,31-40,Male,Married,3,Unemployed,10001-20000,Yes,NHIF,9,No,No,,No,
13/06/2023,41-50,Male,Married,5,Employed,50001+,Yes,NHIF,1,Yes,Yes,2,No,
13/06/2023,41-50,Female,Married,5,Self-employed,10001-20000,Yes,Linda mama,10,No,No,,Yes,4+
13/06/2023,31-40,Male,Married,4,Employed,0-9999,No,,3,No,No,,No,
13/06/2023,18-30,Female,Single,2,Employed,10001-20000,No,,2,No,Yes,1,Yes,4+
13/06/2023,31-40,Male,Married,3,Self-employed,20001-30000,No,,4,No,Yes,2,No,
13/06/2023,41-50,Female,Divorced,3,Self-employed,10001-20000,No,,8,No,Yes,3,Yes,4+
13/06/2023,31-40,Female,Married,3,Unemployed,10001-20000,Yes,Nhif,0.5,Yes,No,,No,
13/06/2023,18-30,Male,Married,0,Self-employed,0-9999,No,,1,No,No,,No,
13/06/2023,60+,Female,Married,7,Unemployed,0-9999,Yes,NHIF,5,Yes,Yes,1,No,
13/06/2023,18-30,Male,Single,0,Employed,0-9999,No,,2,No,No,,No,
13/06/2023,60+,Male,Married,8,Unemployed,0-9999,Yes,Makueni care,4,Yes,No,,No,
13/06/2023,51-60,Male,Married,5,Self-employed,10001-20000,Yes,NHIF,3,No,No,,No,
13/06/2023,31-40,Female,Married,2,Unemployed,0-9999,Yes,Makueni care,1,No,No,,Yes,4+
13/06/2023,41-50,Male,Married,3,Self-employed,10001-20000,Yes,Makueni care,4,Yes,No,,No,
13/06/2023,60+,Female,Married,5,Unemployed,0-9999,Yes,NHIF,0.3,Yes,Yes,1,Yes,1
13/06/2023,31-40,Female,Married,2,Unemployed,0-9999,No,,5,No,No,,No,
13/06/2023,31-40,Female,Married,2,Unemployed,0-9999,No,,3,No,No,,Yes,4+
13/06/2023,31-40,Female,Married,3,Unemployed,0-9999,Yes,NHIF,2,No,No,,No,
13/06/2023,41-50,Male,Married,4,Self-employed,10001-20000,Yes,Nhif ,0.8,Yes,No,,No,
13/06/2023,18-30,Female,Single,0,Employed,50001+,Yes,Nhif ,0.2,Yes,No,,No,
13/06/2023,31-40,Female,Married,2,Self-employed,20001-30000,Yes,Nhif ,1,Yes,No,,No,
13/06/2023,60+,Female,Divorced,8,Employed,20001-30000,Yes,Nhif ,2,Yes,Yes,1,Yes,1
13/06/2023,,Female,Single,0,Self-employed,20001-30000,Yes, Nhif ,0.3,Yes,No,,No,
13/06/2023,41-50,Female,Married,5,Employed,50001+,Yes,Nhif ,0.6,Yes,No,,No,
13/06/2023,18-30,Male,Single,0,Self-employed,0-9999,No,,3,No,No,,No,
13/06/2023,41-50,Female,Married,6,Employed,50001+,Yes,Nhif ,6,Yes,No,,Yes,3
13/06/2023,51-60,Male,Married,8,Employed,50001+,Yes,Nhif ,0.3,Yes,No,,No,
13/06/2023,18-30,Female,Married,2,Employed,40001-50000,No,,6,No,No,,No,
13/06/2023,18-30,Female,Single,,Unemployed,0-9999,No,,12,No,No,,No,
13/06/2023,18-30,Female,Married,1,Employed,40001-50000,Yes,NHIF,3,Yes,No,,Yes,1
13/06/2023,18-30,Male,Married,1,Self-employed,50001+,Yes,NHIF,3,Yes,No,,No,
13/06/2023,18-30,Male,Married,2,Employed,50001+,Yes,Britam,14,Yes,Yes,1,No,
13/06/2023,31-40,Male,Married,2,Self-employed,50001+,Yes,Jubilee ,1,Yes,Yes,1,Yes,2
13/06/2023,31-40,Female,Married,5,Self-employed,20001-30000,Yes,NHIF ,3,Yes,No,,No,
13/06/2023,41-50,Female,Married,3,Self-employed,20001-30000,Yes,NHIF ,13,No,No,,Yes,3
13/06/2023,60+,Male,Married,3,Self-employed,50001+,Yes,"NHIF
Jubilee ",5,Yes,Yes,1,No,
13/06/2023,41-50,Male,Married,5,Employed,50001+,Yes,"NHIF
Apa insurance ",15,Yes,No,,No,
13/06/2023,18-30,Male,Married,1,Employed,50001+,Yes,"NHIF
Britam
Jubilee ",14,Yes,Yes,1,No,
13/06/2023,60+,Male,Married,6,Unemployed,10001-20000,No,,4,No,No,,No,
13/06/2023,41-50,Male,Married,3,Employed,40001-50000,Yes,"NHIF,NSSF ",6,Yes,Yes,4+,Yes,4+
13/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,5,No,No,,No,
13/06/2023,18-30,Male,Single,0,Employed,10001-20000,No,,38,No,No,,No,
13/06/2023,18-30,Male,Single,1,Employed,10001-20000,Yes,Nhif,8,Yes,Yes,1,No,
13/06/2023,31-40,Female,Married,3,Self-employed,10001-20000,No,,15,No,No,,No,
13/06/2023,18-30,Male,Single,,Self-employed,10001-20000,No,,1,No,No,,No,
13/06/2023,18-30,Male,Single,,Self-employed,10001-20000,No,,5,No,No,,No,
13/06/2023,18-30,Male,Single,,Employed,10001-20000,No,,19,No,No,,No,
13/06/2023,18-30,Female,Single,1,Unemployed,0-9999,No,,5,No,No,,No,
13/06/2023,31-40,Male,Married,5,Employed,20001-30000,No,,1,No,No,,No,
13/06/2023,18-30,Female,Single,,Unemployed,0-9999,No,,2,No,No,,No,
13/06/2023,18-30,Female,Married,4,Self-employed,10001-20000,Yes,Nhif,12,Yes,No,,No,
13/06/2023,51-60,Female,Married,5,Unemployed,10001-20000,Yes,NHIF ,5,No,No,,Yes,4+
13/06/2023,41-50,Male,Married,2,Self-employed,20001-30000,Yes,NHIF ,2,Yes,No,,No,
13/06/2023,31-40,Female,Married,2,Self-employed,20001-30000,Yes,NHIF ,2,Yes,No,,No,
13/06/2023,31-40,Male,Married,1,Employed,20001-30000,Yes,NHIF ,5,Yes,No,,No,
13/06/2023,31-40,Female,Married,3,Employed,20001-30000,Yes,NHIF,7,Yes,Yes,1,Yes,2
13/06/2023,60+,Female,Married,4,Unemployed,20001-30000,No,,1,No,Yes,1,No,
13/06/2023,41-50,Male,Single,1,Employed,40001-50000,Yes,Britam,6,Yes,Yes,1,Yes,4+
13/06/2023,41-50,Male,Married,3,Employed,40001-50000,Yes,NHIF ,8,No,No,,No,
13/06/2023,31-40,Female,Married,2,Self-employed,10001-20000,Yes,NHIF,4,Yes,No,,No,
13/06/2023,41-50,Female,Divorced,3,Employed,50001+,Yes,CIC,6,Yes,No,,Yes,3
13/06/2023,18-30,Female,Single,1,Unemployed,0-9999,No,,1,No,No,,No,
13/06/2023,51-60,Male,Married,5,Employed,50001+,Yes,NHIF ,8,No,No,,No,
13/06/2023,31-40,Female,Married,2,Self-employed,50001+,Yes,NHIF,4,Yes,No,,No,
13/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,10,No,No,,No,
13/06/2023,51-60,Male,Married,3,Employed,50001+,Yes,NHIF,3,Yes,Yes,1,Yes,1
13/06/2023,41-50,Male,Divorced,3,Self-employed,40001-50000,Yes,NHIF,10,No,No,,No,
13/06/2023,31-40,Female,Married,2,Self-employed,40001-50000,Yes,NHIF,6,Yes,No,,No,
13/06/2023,18-30,Male,Married,1,Self-employed,10001-20000,Yes,AAR,2,Yes,Yes,2,No,
13/06/2023,41-50,Female,Married,3,Self-employed,10001-20000,No,,3,No,No,,No,
13/06/2023,31-40,Male,Married,2,Employed,20001-30000,Yes,NHIF ,7,Yes,Yes,4+,No,
13/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,10,No,No,,No,
13/06/2023,51-60,Male,Married,4,Self-employed,20001-30000,No,,8,No,No,,No,
13/06/2023,41-50,Male,Married,2,Unemployed,0-9999,No,,4,No,No,,No,
13/06/2023,18-30,Male,Single,0,Employed,20001-30000,Yes,NHIF,2,Yes,Yes,3,Yes,1
13/06/2023,60+,Male,Married,6,Self-employed,40001-50000,Yes,NHIF ,1,Yes,Yes,2,Yes,2
13/06/2023,18-30,Female,Married,2,Self-employed,10001-20000,No,,3,No,No,,No,
13/06/2023,18-30,Female,Single,0,Unemployed,10001-20000,No,,3,No,No,,No,
13/06/2023,18-30,Male,Single,,Unemployed,,No,,4,No,No,,No,
13/06/2023,41-50,Female,Married,5,Self-employed,10001-20000,Yes,NHIF,1,Yes,Yes,3,Yes,2
13/06/2023,60+,Male,Married,8,Unemployed,0-9999,Yes,NHIF,3,Yes,Yes,1,Yes,2
13/06/2023,31-40,Female,Married,3,Employed,10001-20000,Yes,NHIF,2,Yes,No,,Yes,1
13/06/2023,18-30,Male,Single,0,Self-employed,20001-30000,Yes,NHIF ,6,Yes,No,,No,
13/06/2023,18-30,Female,Single,0,Employed,10001-20000,Yes,NHIF,13,Yes,No,,No,
13/06/2023,41-50,Male,Married,2,Self-employed,20001-30000,Yes,NHIF,5,Yes,No,,No,
13/06/2023,31-40,Male,Single,2,Self-employed,20001-30000,Yes,Jubilee insurance ,3,Yes,Yes,1,No,
13/06/2023,41-50,Female,Married,4,Self-employed,20001-30000,Yes,NHIF ,16,Yes,Yes,2,No,
13/06/2023,18-30,Female,Single,1,Self-employed,0-9999,Yes,NHIF ,6,Yes,Yes,1,No,
13/06/2023,51-60,Female,Married,5,Employed,40001-50000,Yes,Madison insurance ,2,Yes,Yes,1,No,
13/06/2023,51-60,Male,Married,5,Employed,50001+,Yes,APA insurance ,1,Yes,Yes,1,Yes,1
13/06/2023,31-40,Male,Single,1,Employed,20001-30000,Yes,NHIF,4,Yes,Yes,4+,No,
13/06/2023,41-50,Male,Married,2,Employed,20001-30000,Yes,NHIF ,5,Yes,No,,No,
13/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,11,No,No,,No,
13/06/2023,18-30,Female,Single,,Unemployed,0-9999,Yes,Cic insurance cover,7,No,No,,No,
13/06/2023,31-40,Male,Married,4,Self-employed,40001-50000,Yes,Nhif,13,Yes,No,,No,
13/06/2023,18-30,Male,Single,,Self-employed,20001-30000,,Nhif,11,Yes,No,,No,
13/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,9,No,No,,No,
13/06/2023,18-30,Male,Married,,Self-employed,10001-20000,Yes,Cic insurance cover,4,Yes,No,,No,
13/06/2023,18-30,Female,Married,,Self-employed,20001-30000,No,,2,No,No,,No,
13/06/2023,31-40,Female,Married,2,Self-employed,0-9999,Yes,Nhif,8,Yes,No,,No,
